name,brand,condition,packaging,saleTerms,group,type,audience,ridingStyles,sizeLabel,sizeFilterKeys,officialSize,variant,color,price,reference,url,sku,id,productId,observedAt
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Millennio Ocher, Size: XL","millennio-ocher","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=millennio-ocher&attribute_pa_size=xl","7627776007830","1759955","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","ASSOS TIR","clothing:assos tir","TIR","Color: Millennio Ocher, Size: TIR","millennio-ocher","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=millennio-ocher&attribute_pa_size=tir","7627776007823","1759954","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","S","clothing:s","S","Color: Millennio Ocher, Size: S","millennio-ocher","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=millennio-ocher&attribute_pa_size=s","7627776007816","1759953","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","M","clothing:m","M","Color: Millennio Ocher, Size: M","millennio-ocher","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=millennio-ocher&attribute_pa_size=m","7627776007809","1759952","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","L","clothing:l","L","Color: Millennio Ocher, Size: L","millennio-ocher","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=millennio-ocher&attribute_pa_size=l","7627776007793","1759951","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Terra Sand, Size: XL","terra-sand","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=terra-sand&attribute_pa_size=xl","7627776020860","1759949","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","S","clothing:s","S","Color: Terra Sand, Size: S","terra-sand","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=terra-sand&attribute_pa_size=s","7627776020839","1759948","1759945","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","M","clothing:m","M","Color: Terra Sand, Size: M","terra-sand","199","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-3/?attribute_pa_color=terra-sand&attribute_pa_size=m","7627776020846","1759947","1759945","2026-09-11T12:08:04.173Z"
"Assos UMA GT Summer Half Tights C2","Assos","","","","Clothing","Tights","Women's","Unspecified","ASSOS XLG","clothing:assos xlg","XLG","Color: BLACK SERIES, Size: XLG","black-series","129","205","https://bikecloset.com/product/assos-uma-gt-summer-half-tights-c2/?attribute_pa_color=black-series&attribute_pa_size=xlg","2220000245531","1759941","1759936","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","XS","clothing:xs","XS-Standard","Color: BLACK SERIES, Size: XS-Standard","black-series","99","155","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=xs-standard","2220000216456","1759928","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","ASSOS XLG","clothing:assos xlg","XLG-Standard","Color: BLACK SERIES, Size: XLG-Standard","black-series","99","155","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=xlg-standard","2220000216555","1759927","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","XL","clothing:xl","XL-Standard","Color: BLACK SERIES, Size: XL-Standard","black-series","99","155","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=xl-standard","2220000216531","1759926","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","L","clothing:l","L-Standard","Color: BLACK SERIES, Size: L-Standard","black-series","99","155","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=l-standard","2220000216517","1759923","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","XS","clothing:xs","XS-Long","Color: BLACK SERIES, Size: XS-Long","black-series","119","170","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=xs-long","2220000216333","1759922","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","XL","clothing:xl","XL-Long","Color: BLACK SERIES, Size: XL-Long","black-series","119","170","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=xl-long","2220000216418","1759921","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","S","clothing:s","S-Long","Color: BLACK SERIES, Size: S-Long","black-series","119","170","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=s-long","2220000216357","1759920","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","M","clothing:m","M-Long","Color: BLACK SERIES, Size: M-Long","black-series","119","170","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=m-long","2220000216371","1759919","1759917","2026-09-11T12:08:04.173Z"
"Assos UMA GT Half Shorts C2","Assos","","","","Clothing","Shorts","Women's","Unspecified","L","clothing:l","L-Long","Color: BLACK SERIES, Size: L-Long","black-series","119","170","https://bikecloset.com/product/assos-uma-gt-half-shorts-c2/?attribute_pa_color=black-series&attribute_pa_size=l-long","2220000216395","1759918","1759917","2026-09-11T12:08:04.173Z"
"Assos TRIATOR NS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","XS","clothing:xs","XS","Size: XS","","139","460","https://bikecloset.com/product/assos-triator-ns-speedsuit/?attribute_pa_size=xs","2220000196710","1757993","1757992","2026-09-11T12:08:04.173Z"
"Assos TRIATOR NS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","ASSOS XLG","clothing:assos xlg","XLG","Size: XLG","","139","460","https://bikecloset.com/product/assos-triator-ns-speedsuit/?attribute_pa_size=xlg","2220000196765","1757998","1757992","2026-09-11T12:08:04.173Z"
"Assos TRIATOR NS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","XL","clothing:xl","XL","Size: XL","","139","460","https://bikecloset.com/product/assos-triator-ns-speedsuit/?attribute_pa_size=xl","2220000196758","1757997","1757992","2026-09-11T12:08:04.173Z"
"Assos TRIATOR NS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","L","clothing:l","L","Size: L","","139","460","https://bikecloset.com/product/assos-triator-ns-speedsuit/?attribute_pa_size=l","2220000196741","1757996","1757992","2026-09-11T12:08:04.173Z"
"Assos TRIATOR NS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","M","clothing:m","M","Size: M","","139","460","https://bikecloset.com/product/assos-triator-ns-speedsuit/?attribute_pa_size=m","2220000196734","1757995","1757992","2026-09-11T12:08:04.173Z"
"Assos TRIATOR NS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","S","clothing:s","S","Size: S","","139","460","https://bikecloset.com/product/assos-triator-ns-speedsuit/?attribute_pa_size=s","2220000196727","1757994","1757992","2026-09-11T12:08:04.173Z"
"Assos TRIATOR SS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","ASSOS XLG","clothing:assos xlg","XLG","Size: XLG","","199","535","https://bikecloset.com/product/assos-triator-ss-speedsuit/?attribute_pa_size=xlg","2220000196956","1757991","1757985","2026-09-11T12:08:04.173Z"
"Assos TRIATOR SS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","S","clothing:s","S","Size: S","","199","535","https://bikecloset.com/product/assos-triator-ss-speedsuit/?attribute_pa_size=s","2220000196918","1757987","1757985","2026-09-11T12:08:04.173Z"
"Assos TRIATOR SS SPEEDSUIT","Assos","","","","Clothing","Skinsuits & tri suits","Unspecified","Unspecified","XS","clothing:xs","XS","Size: XS","","199","535","https://bikecloset.com/product/assos-triator-ss-speedsuit/?attribute_pa_size=xs","2220000196901","1757986","1757985","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO LS JERSEY C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XS","clothing:xs","XS","Color: BLACK SERIES, Size: XS","black-series","159","325","https://bikecloset.com/product/assos-mille-gto-ls-jersey-c2-2/?attribute_pa_color=black-series&attribute_pa_size=xs","7627776007786","1757818","1757817","2026-09-11T12:08:04.173Z"
"Assos R WINTER LEG WARMERS P1","Assos","","","","Clothing","Warmers","Unspecified","Unspecified","ASSOS II","clothing:assos ii","II","Color: BLACK SERIES, Size: II","black-series","69.99","140","https://bikecloset.com/product/assos-r-winter-leg-warmers-p1/?attribute_pa_color=black-series&attribute_pa_size=ii","2220000474252","1757816","1757809","2026-09-11T12:08:04.173Z"
"Assos R WINTER KNEE WARMERS P1","Assos","","","","Clothing","Warmers","Unspecified","Unspecified","ASSOS II","clothing:assos ii","II","Color: BLACK SERIES, Size: II","black-series","44.99","85","https://bikecloset.com/product/assos-r-winter-knee-warmers-p1/?attribute_pa_color=black-series&attribute_pa_size=ii","2220000474221","1757808","1757801","2026-09-11T12:08:04.173Z"
"Assos EQUIPE RS JOHDAH ULTRAZ WINTER JACKET S11","Assos","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","M","clothing:m","M","Color: BLACK SERIES, Size: M","black-series","429","810","https://bikecloset.com/product/assos-equipe-rs-johdah-ultraz-winter-jacket-s11/?attribute_pa_color=black-series&attribute_pa_size=m","7627776031811","1757697","1757690","2026-09-11T12:08:04.173Z"
"Assos EQUIPE RS JOHDAH ULTRAZ WINTER JACKET S11","Assos","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","S","clothing:s","S","Color: BLACK SERIES, Size: S","black-series","429","810","https://bikecloset.com/product/assos-equipe-rs-johdah-ultraz-winter-jacket-s11/?attribute_pa_color=black-series&attribute_pa_size=s","7627776031828","1757696","1757690","2026-09-11T12:08:04.173Z"
"Assos EQUIPE RS JOHDAH ULTRAZ WINTER JACKET S11","Assos","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","XS","clothing:xs","XS","Color: BLACK SERIES, Size: XS","black-series","429","810","https://bikecloset.com/product/assos-equipe-rs-johdah-ultraz-winter-jacket-s11/?attribute_pa_color=black-series&attribute_pa_size=xs","7627776031842","1757691","1757690","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","L","clothing:l","L","Color: Sage Lemonade, Size: L","sage-lemonade","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=sage-lemonade&attribute_pa_size=l","800-0000-861","1756102","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","XL","clothing:xl","XL","Color: Carbon, Size: XL","carbon","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=carbon&attribute_pa_size=xl","800-0000-857","1756108","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","S","clothing:s","S","Color: Carbon, Size: S","carbon","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=carbon&attribute_pa_size=s","800-0000-854","1756107","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","M","clothing:m","M","Color: Carbon, Size: M","carbon","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=carbon&attribute_pa_size=m","800-0000-855","1756106","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","L","clothing:l","L","Color: Carbon, Size: L","carbon","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=carbon&attribute_pa_size=l","800-0000-856","1756105","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","XS","clothing:xs","XS","Color: Sage Lemonade, Size: XS","sage-lemonade","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=sage-lemonade&attribute_pa_size=xs","800-0000-858","1756104","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite Tank Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","XL","clothing:xl","XL","Color: Sage Lemonade, Size: XL","sage-lemonade","5","80","https://bikecloset.com/product/enve-composite-tank-womens/?attribute_pa_color=sage-lemonade&attribute_pa_size=xl","800-0000-862","1756103","1756101","2026-09-11T12:08:04.173Z"
"Enve Composite SS Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","XS","clothing:xs","XS","Color: Sage Lemonade, Size: XS","sage-lemonade","5","100","https://bikecloset.com/product/enve-composite-ss-jersey-womens/?attribute_pa_color=sage-lemonade&attribute_pa_size=xs","800-0000-833","1756100","1756087","2026-09-11T12:08:04.173Z"
"Enve Composite SS Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","XL","clothing:xl","XL","Color: Sage Lemonade, Size: XL","sage-lemonade","5","100","https://bikecloset.com/product/enve-composite-ss-jersey-womens/?attribute_pa_color=sage-lemonade&attribute_pa_size=xl","800-0000-837","1756099","1756087","2026-09-11T12:08:04.173Z"
"Enve Composite SS Trail Jersey Womens","Enve","","","","Clothing","Jerseys","Women's","Mountain / trail","L","clothing:l","L","Color: Sage Lemonade, Size: L","sage-lemonade","5","100","https://bikecloset.com/product/enve-composite-ss-jersey-womens/?attribute_pa_color=sage-lemonade&attribute_pa_size=l","800-0000-836","1756098","1756087","2026-09-11T12:08:04.173Z"
"Time ADHX Carbon Disc Frameset V18 Gloss Amber","Time","","","","Components","Framesets","","","L","framesets:l","L","Color: V18 Gloss Amber, Size: L","v18-gloss-amber","1499","4000","https://bikecloset.com/product/time-adhx-carbon-disc-frameset-v18-gloss-amber/?attribute_pa_color=v18-gloss-amber&attribute_pa_size=l","","1755960","1755956","2026-09-11T12:08:04.173Z"
"Time ADHX Carbon Disc Frameset V18 Gloss Amber","Time","","","","Components","Framesets","","","S","framesets:s","S","Color: V18 Gloss Amber, Size: S","v18-gloss-amber","1499","4000","https://bikecloset.com/product/time-adhx-carbon-disc-frameset-v18-gloss-amber/?attribute_pa_color=v18-gloss-amber&attribute_pa_size=s","","1755958","1755956","2026-09-11T12:08:04.173Z"
"Time ADHX Carbon Disc Frameset V18 Gloss Amber","Time","","","","Components","Framesets","","","XS","framesets:xs","XS","Color: V18 Gloss Amber, Size: XS","v18-gloss-amber","1499","4000","https://bikecloset.com/product/time-adhx-carbon-disc-frameset-v18-gloss-amber/?attribute_pa_color=v18-gloss-amber&attribute_pa_size=xs","","1755957","1755956","2026-09-11T12:08:04.173Z"
"Time ADHX Carbon Disc Frameset V17 Gloss Forest","Time","","","","Components","Framesets","","","L","framesets:l","L","Color: V17 Gloss Forest, Size: L","v17-gloss-forest","1499","4000","https://bikecloset.com/product/time-adhx-carbon-disc-frameset-v17-forest/?attribute_pa_color=v17-gloss-forest&attribute_pa_size=l","","1755951","1755947","2026-09-11T12:08:04.173Z"
"Time ADHX Carbon Disc Frameset V17 Gloss Forest","Time","","","","Components","Framesets","","","S","framesets:s","S","Color: V17 Gloss Forest, Size: S","v17-gloss-forest","1499","4000","https://bikecloset.com/product/time-adhx-carbon-disc-frameset-v17-forest/?attribute_pa_color=v17-gloss-forest&attribute_pa_size=s","","1755949","1755947","2026-09-11T12:08:04.173Z"
"Time ADHX Carbon Disc Frameset V17 Gloss Forest","Time","","","","Components","Framesets","","","XS","framesets:xs","XS","Color: V17 Gloss Forest, Size: XS","v17-gloss-forest","1499","4000","https://bikecloset.com/product/time-adhx-carbon-disc-frameset-v17-forest/?attribute_pa_color=v17-gloss-forest&attribute_pa_size=xs","","1755948","1755947","2026-09-11T12:08:04.173Z"
"Time ADH ALPE D’HUEZ Carbon Disc Frameset","Time","","","","Components","Framesets","","","XS","framesets:xs","XS","Color: V35 Brilliant Red, Size: XS","v35-brilliant-red","1499","4000","https://bikecloset.com/product/time-adh-alpe-dhuez-carbon-disc-frameset/?attribute_pa_color=v35-brilliant-red&attribute_pa_size=xs","","1755943","1748595","2026-09-11T12:08:04.173Z"
"Time ADH ALPE D’HUEZ Carbon Disc Frameset","Time","","","","Components","Framesets","","","L","framesets:l","L","Color: V35 Brilliant Red, Size: L","v35-brilliant-red","1499","4000","https://bikecloset.com/product/time-adh-alpe-dhuez-carbon-disc-frameset/?attribute_pa_color=v35-brilliant-red&attribute_pa_size=l","","1755940","1748595","2026-09-11T12:08:04.173Z"
"Time ADH ALPE D’HUEZ Carbon Disc Frameset","Time","","","","Components","Framesets","","","XL","framesets:xl","XL","Color: V35 Brilliant Red, Size: XL","v35-brilliant-red","1499","4000","https://bikecloset.com/product/time-adh-alpe-dhuez-carbon-disc-frameset/?attribute_pa_color=v35-brilliant-red&attribute_pa_size=xl","","1755939","1748595","2026-09-11T12:08:04.173Z"
"Assos UMA GT Spring Fall Jersey C2","Assos","","","","Clothing","Jerseys","Women's","Unspecified","XL","clothing:xl","XL","Color: BOLGHERI RED, Size: XL","bolgheri-red","49.99","210","https://bikecloset.com/product/assos-uma-gt-spring-fall-jersey-c2/?attribute_pa_color=bolgheri-red&attribute_pa_size=xl","7627776000794","1754773","1754769","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","S","clothing:s","S","Color: Burned Brown, Size: S","burned-brown","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=burned-brown&attribute_pa_size=s","7627776020761","1754743","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XS","clothing:xs","XS","Color: Millennio Ocher, Size: XS","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=xs","7627776006178","1754760","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","ASSOS XLG","clothing:assos xlg","XLG","Color: Millennio Ocher, Size: XLG","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=xlg","7627776006161","1754759","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Millennio Ocher, Size: XL","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=xl","7627776006154","1754758","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","ASSOS TIR","clothing:assos tir","TIR","Color: Millennio Ocher, Size: TIR","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=tir","7627776006147","1754757","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","S","clothing:s","S","Color: Millennio Ocher, Size: S","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=s","7627776006130","1754756","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","M","clothing:m","M","Color: Millennio Ocher, Size: M","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=m","7627776006123","1754755","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","L","clothing:l","L","Color: Millennio Ocher, Size: L","millennio-ocher","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=millennio-ocher&attribute_pa_size=l","7627776006116","1754754","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XS","clothing:xs","XS","Color: Terra Sand, Size: XS","terra-sand","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=terra-sand&attribute_pa_size=xs","7627776020686","1754753","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Terra Sand, Size: XL","terra-sand","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=terra-sand&attribute_pa_size=xl","7627776020723","1754751","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","ASSOS TIR","clothing:assos tir","TIR","Color: Terra Sand, Size: TIR","terra-sand","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=terra-sand&attribute_pa_size=tir","7627776020747","1754750","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","S","clothing:s","S","Color: Terra Sand, Size: S","terra-sand","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=terra-sand&attribute_pa_size=s","7627776020693","1754749","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","M","clothing:m","M","Color: Terra Sand, Size: M","terra-sand","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=terra-sand&attribute_pa_size=m","7627776020709","1754748","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","XS","clothing:xs","XS","Color: Burned Brown, Size: XS","burned-brown","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=burned-brown&attribute_pa_size=xs","7627776020754","1754747","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","ASSOS XLG","clothing:assos xlg","XLG","Color: Burned Brown, Size: XLG","burned-brown","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=burned-brown&attribute_pa_size=xlg","7627776020808","1754746","1754742","2026-09-11T12:08:04.173Z"
"Assos MILLE GTO Jersey C2","Assos","","","","Clothing","Jerseys","Unspecified","Unspecified","ASSOS TIR","clothing:assos tir","TIR","Color: Burned Brown, Size: TIR","burned-brown","179","300","https://bikecloset.com/product/assos-mille-gto-jersey-c2-4/?attribute_pa_color=burned-brown&attribute_pa_size=tir","7627776020815","1754744","1754742","2026-09-11T12:08:04.173Z"
"KOO SPECTRO","KOO","","","","Footwear & protection","Eyewear","","","","","","Color: Olive Green Matt Orange","olive-green-matt-orange","59.99","190","https://bikecloset.com/product/koo-spectro/?attribute_pa_color=olive-green-matt-orange","8057099291187","1754062","1680459","2026-09-11T12:08:04.173Z"
"Assos summerSock BMC Black","Assos","","","","Clothing","Socks","Unspecified","Unspecified","ASSOS 0","socks:assos 0","0","Color: Black, Size: 0","black","9.99","20","https://bikecloset.com/product/assos-summersock-bmc-black/?attribute_pa_color=black&attribute_pa_size=0","2220000076876","1753776","1753775","2026-09-11T12:08:04.173Z"
"Assos summerSock BMC Black","Assos","","","","Clothing","Socks","Unspecified","Unspecified","ASSOS I","socks:assos i","I","Color: Black, Size: I","black","9.99","20","https://bikecloset.com/product/assos-summersock-bmc-black/?attribute_pa_color=black&attribute_pa_size=i","2220000076883","1753777","1753775","2026-09-11T12:08:04.173Z"
"Assos TRAIL Women’s Spring Fall Jacket Black Series","Assos","","","","Clothing","Jackets & rain shells","Women's","Mountain / trail","XS","clothing:xs","XS","Color: Blackseries, Size: XS","blackseries","39.99","210","https://bikecloset.com/product/assos-trail-womens-spring-fall-jacket-black-series/?attribute_pa_color=blackseries&attribute_pa_size=xs","2220000127752","1753774","1753768","2026-09-11T12:08:04.173Z"
"Assos TRAIL Women’s Spring Fall Jacket Black Series","Assos","","","","Clothing","Jackets & rain shells","Women's","Mountain / trail","ASSOS XLG","clothing:assos xlg","XLG","Color: Blackseries, Size: XLG","blackseries","39.99","210","https://bikecloset.com/product/assos-trail-womens-spring-fall-jacket-black-series/?attribute_pa_color=blackseries&attribute_pa_size=xlg","2220000127745","1753773","1753768","2026-09-11T12:08:04.173Z"
"Assos TRAIL Women’s Spring Fall Jacket Black Series","Assos","","","","Clothing","Jackets & rain shells","Women's","Mountain / trail","XL","clothing:xl","XL","Color: Blackseries, Size: XL","blackseries","39.99","210","https://bikecloset.com/product/assos-trail-womens-spring-fall-jacket-black-series/?attribute_pa_color=blackseries&attribute_pa_size=xl","2220000127738","1753772","1753768","2026-09-11T12:08:04.173Z"
"Assos TRAIL Cargo Half Shorts torpedoGrey","Assos","","","","Clothing","Shorts","Unspecified","Mountain / trail","L","clothing:l","L","Color: Torpedo Grey, Size: L","torpedo-grey","49.99","139","https://bikecloset.com/product/assos-trail-cargo-half-shorts-torpedogrey/?attribute_pa_color=torpedo-grey&attribute_pa_size=l","2220000153980","1753763","1753762","2026-09-11T12:08:04.173Z"
"Assos UMA GTV Jersey C2 Rock Purple","Assos","","","","Clothing","Jerseys","Women's","Unspecified","L","clothing:l","L","Color: Rock Purple, Size: L","rock-purple","89.99","190","https://bikecloset.com/product/assos-uma-gtv-jersey-c2-rock-purple/?attribute_pa_color=rock-purple&attribute_pa_size=l","2220000216999","1753754","1753753","2026-09-11T12:08:04.173Z"
